id,references,prediction,Average_ROUGE,Average_BERTScore,Difference
41,"['#Person1# is showing the new clothes to #Person2#, but #Person2# is busy watching the games. They quarrel and get angry.', '#Person1# and #Person2# have a serious quarrel over whether shopping for clothes or watching a sports game is more important.', ""#Person1# asks #Person2#'s opinion on new clothes, but #Person2# only focuses on the game and feels annoyed. They are both angry and argue.""]","#Person1# seeks #Person2#'s advice on clothes, but #Person2#, engrossed in a game, suggests #Person1# return the clothes during Boxing Day sales.",0.2747,0.9081,0.6335
400,"[""#Person2# tells Tenants Advocacy Resource Center about the problem with #Person2#'s house owner. #Person2# tells #Person1# it always takes #Person2#'s house owner a long time to repair and they can't agree on the repair costs."", ""#Person2# calls Tenants Advocacy Resource Center to report the problem with #Person2#'s house owner. #Person2# says he always delays to make repairs and is not willing to pay for it."", ""#Person2# calls #Person1# to complain about #Person1#'s house owner. #Person2# claims it always takes the house owner a long time to repair and they can't agree on the repair costs.""]",#Person2# seeks advice from Tenants Advocacy Resource Center after a dispute with their landlord over delayed repair costs.,0.2574,0.8906,0.6332
40,"[""#Person1# wants to change the broken pendant in #Person2#'s shop."", ""#Person1# goes back to #Person2#'s shop to replace a broken pendant."", '#Person1# wants a product changed from #Person2#, and #Person2# agrees.']","#Person1# reports broken pendant to #Person2#, who agrees to replace it upon receipt presentation before 10 o'clock.",0.2745,0.9073,0.6328
102,"['Susan wants to find the memo. John has no idea where it is.', 'Susan Miller is asking John if he knows where the memo is. John has no idea.', ""Susan asks John where a memo is but John doesn't know.""]","Susan asked John for a memo's location for her secretary, but he couldn't help; she thanked him anyway.",0.2603,0.8922,0.6319
15,"[""#Person1# tells #Person2# that Ruojia is married and will have a party tonight. #Person2#'s surprised to know that. They will bring their gifts to bless her."", ""#Person2# is surprised to know from #Person1# that Ruojia is married. Then #Person2# finds Ruojia has sent an email about it. They will go to Ruojia's party and give their presents to her."", ""#Person2# is surprised that Ruojia's married. #Person1# and #Person2# will go to her party and give their presents to wish her a happy marriage.""]","#Person1# and #Person2# plan to attend Ruojia's wedding party, bringing wineglasses, a card, and a tea set as gifts.",0.2752,0.9067,0.6315
306,"['#Person2# is worried about one man, and #Person1# thinks that that man might be on the way home now.', '#Person2# is worried about a man, but #Person1# thinks it would be fine.', '#Person2# is worried about a man but #Person1# is not.']","#Person1# reassures worried #Person2# about a late third party, suggesting they might be returning home.",0.2733,0.9047,0.6315
381,"['#Person1# interviews Tom about his experience to start a company selling green products, how to live a mildly green life and to learn from mistakes.', '#Person1# inquires Tom about his successful business experience and his own green life and how to learn from mistakes.', '#Person1# is interviewing Tom about how he had his own company, how he found the money, what aspects of his life are green, and if he has done something wasteful.']","Tom, a Canadian businessman, owns a green products company, funded by raising $18 million. He admits to past mistakes and values learning.",0.2447,0.8759,0.6312
335,"['#Person1# wants to find some general information on computers. #Person2# will show #Person1# how to find the magazines dealing with computers.', '#Person2# helps #Person1# to find some general information on computers.', '#Person2# is helping #Person1# to find some general information on computers.']","#Person1# seeks general computer information from #Person2#, who suggests computer-related magazines and offers guidance.",0.3018,0.9324,0.6306
54,"['Dave Thomson calls Jim but Jim went out. Sally will tell Jim Dave called.', ""Dave calls Jim but Jim is out. Sally tells Dave Jim's whereabouts."", 'Dave Thomson calls to speak to Jim but Jim is out.']","Dave called Sally for Jim, who was out buying paint, possibly at the pub, and left a message for him.",0.2453,0.8756,0.6303
5,"['#Person1# wants to create a company and is going to write a business plan. #Person2# gives #Person1# suggestions on how to summarise business ideas, describe the service, differ from competitors and attract investment in a good business plan. #Person1# decides to stick to the old job.', '#Person1# abandons the idea of creating a company after #Person2# explains what a business plan includes. #Person2# specifies that a well-written business plan includes an executive summary, goods and service description, strategy and implementation, and financial analysis.', ""#Person1# wants to start #Person1#'s own business, but #Person2# warns #Person1# of the hassle. #Person2# tells #Person1# what is needed in a business plan and #Person1# decides to stick to the old job for now.""]","#Person1# plans to quit job and start a company, but reconsiders after understanding the complexities of writing a business plan.",0.2565,0.8865,0.63
159,"['Peter tells Kate he played games and listened to music the whole last night.', ""Peter tells Kate he stayed up and he's tired now."", ""Peter tells Kate he stayed up. He's tired now and needs a rest.""]","Peter explains his absence to Kate, revealing he spent the night online and plans to rest due to fatigue.",0.2909,0.9209,0.63
292,"[""#Person1# visits Mr. Becker's office and Mr. Becker introduces #Person1# some facts of people working for the federal government."", ""Mr. Becker shows #Person1# around the Washington office and explains bureaucrats' situation."", 'Mr. Becker shows #Person1# around the office of the Washington bureaucrats and #Person1# has changed the image about the bureaucrats.']","Mr. Becker defends government service as rewarding and secure, with competitive salaries, and counters the stereotype of lazy bureaucrats.",0.2399,0.8699,0.63
276,"['#Person1# checks the right arm of #Person2# and suggests a shoulder X-ray tomorrow.', '#Person1# gives #Person2# a physical check and advises #Person2# to stay in hospital for a shoulder X-ray the next day.', ""#Person1# examines #Person2#'s arm by testing which part is hurt and suggests a shoulder X-ray tomorrow.""]","#Person1# examines #Person2#'s arm pain, suggests it's not serious but recommends an X-ray and overnight hospital stay.",0.3034,0.9328,0.6294
160,"['#Person2# explains alternatives of sea transportation but #Person1# addresses the importance of boat in transoceanic cargo transportation.', '#Person1# and #Person2# are talking about the development of transportation and the importance of boats.', ""#Person2# tells #Person1# that ships and boats have been giving places to other transportations because people's life is getting faster, but #Person1# thinks they are still important.""]",#Person1# and #Person2# discuss the decreasing relevance of ships in transportation due to advancements in other transport modes.,0.2889,0.9182,0.6293
203,"['#Person1# first introduces the 2006 fiscal year marketing plan then analyzes their performance and explains with the sale graph.', ""#Person1# and #Person2# recall the goals they had in the marketing plan, and #Person1# compares last and this years' sales figure. Their performance has grown rapidly."", '#Person1# and #Person2# discuss the marketing goals they set this year to begin with and evaluate their sale performance which has grown greatly.']","#Person1# and #Person2# discuss 2006 marketing plan's success in attracting younger consumers, revamping image, and doubling overseas distribution.",0.2718,0.9007,0.6288
474,"[""Mr. Smith asks #Person1# to help find his train ticket, but #Person1# finds out that Mr. Smith didn't have any proof of purchase. Thus Mr. Smith brings another ticket in the end."", ""#Person1# doesn't find Mr. Smith's proof of transaction after Mr. Smith lost his train ticket. Mr. Smith successfully purchases another ticket with #Person1#'s help."", ""Mr. Smith lost his ticket to Shanghai and couldn't provide proof of purchase. #Person1# helps to buy another soft sleepier ticket and waive some money for him.""]","#Person1# helps #Person2#, who lost his train ticket and wallet, by allowing him to purchase a new ticket despite a minor shortfall.",0.2601,0.8888,0.6287
464,"['#Person1# invites #Person2# to make dinner together, but #Person2# thinks #Person2# is bad at cooking. Thus, #Person1# teaches #Person2# to cook spicy chicken.', ""#Person1# teaches #Person2# to cook chicken for #Person2#'s original thought of having frozen pizza is unhealthy."", '#Person1# asks #Person2# what for dinner and wants to cook something healthy when #Person2# suggests frozen pizza. #Person2# says #Person2# is not good at cooking, but #Person1# could teach #Person2# to make spicy chicken curry with rice.']","#Person1# convinces #Person2# to cook spicy chicken curry together, teaching them the process despite their cooking inexperience.",0.2845,0.9125,0.628
368,"[""#Person1# wants to know the charge at #Person2#'s buffet party."", '#Person1# asks the price of the buffet and the charges for drinks.', ""#Person2# tells #Person1# the charge policy at #Person2#'s buffet.""]","#Person1# assists #Person2# with restaurant buffet details, including costs and drink options.",0.289,0.9168,0.6278
468,"[""Morgan tells #Person1# that Chinese people seldom take leftover food home and #Person1# thinks it's a waste. Morgan suggests #Person1# take the leftover pig feet home. #Person1# decides to try to do it once."", ""#Person1# asks Morgan about the food ordering tradition and thinks it's wasteful for Chinese not to take leftover home."", ""#Person1# asks about people taking left-over food in China. Morgan tells #Person1# it's not common and explains this is a tradition. As #Person1#'s parents grew up eating pig's feet, #Person1# thinks the pig feet are OK.""]","#Person1# and #Person2# discuss the Chinese tradition of ordering excess food and its wastefulness, and #Person1#'s reluctance to try pig's feet again.",0.2646,0.891,0.6263
94,"[""#Person2# left #Person2#'s backpack and wallet in a taxi and failed to contact the driver because #Person2# didn't have the number. #Person1# lends 50 dollars to #Person1# and will drive #Person2# home."", ""#Person2# borrows some money from #Person1# because #Person2#'s backpack and wallet were lost and cannot take it back. #Person1# will drive #Person2# home."", ""#Person2# lost #Person2#'s backpack, wallet, and money in a taxi. #Person1# lends #Person2# some money and will take #Person2# home.""]","#Person2# loses backpack in taxi, borrows $50 from #Person1# who also offers a ride home.",0.2918,0.918,0.6262
341,"['#Person1# is begging #Person2# to buy a new bike for #Person1#.', '#Person1# wants a new bike from #Person2#, but she refuses. #Person1# promises to buy a plane for #Person2#.', ""#Person1# is envious that Tom has a bike much better than #Person1#'s. #Person1# begs #Person2# for one.""]","#Person1# feels envious of Tom's superior bike, discusses tardy bus issues, and ambitiously plans to buy a car and plane.",0.2543,0.8802,0.6259
228,"['#Person2# wants to make a reservation for a round trip flight this month. #Person1# helps #Person2# book the cheapest flight and vegetarian meals.', '#Person2# is asking #Person1# to make a flight reservation. #Person2# chooses the cheapest flight and asks #Person1# for their departure and arrival times.', '#Person2# is calling #Person1# to make a round trip flight reservation to and back from Helsinki and asks for the cheapest flight available.']","#Person2# books a $980 flight to Helsinki through Freedom Travel, with a transfer at Kennedy Airport and a vegetarian meal request.",0.2424,0.8681,0.6257
79,"[""#Person1# comes to sign an agreement but it isn't ready until evening. So #Person1# is going through the draft."", '#Person1# is checking the draft of an agreement and #Person2# will finish the agreement this evening.', '#Person2# gives #Person1# an agreement draft and #Person1# thinks it good. #Person2# will get the agreement ready this evening.']","#Person1# and #Person2# negotiate terms of an agreement, with finalization and signing planned for the same day.",0.2859,0.9114,0.6255
61,"['#Person1# and #Person2# are talking about the weather in different seasons in Beijing. #Person2# reminds #Person1# to put on more clothes in the evening and not to catch a cold.', ""#Person1# and #Person2# are talking about the weather in Beijing. #Person2# tells #Person1# it's cold in the evening around this time."", '#Person1# and #Person2# are talking about the heavy rain last night and the weather in Beijing.']","#Person1# and #Person2# discuss weather changes, Beijing's improved dust problem due to tree planting, and the importance of dressing warmly.",0.2901,0.9154,0.6253
2,"['#Person1# tells Kate that Masha and Hero get divorced. Kate is surprised because she thought they are perfect couple.', '#Person1# tells Kate that Masha and Hero are getting a peaceful divorce. Kate feels surprised and asks about their kids.', '#Person1# and Kate talk about the divorce between Masha and Hero. Kate feels surprised because she thought they are well matched']","Masha and Hero's surprising, amicable divorce is underway, with Masha gaining child custody.",0.2556,0.8808,0.6252
100,"[""#Person1# is crazy for Trump and voted for him. #Person2# doesn't agree with #Person1# on Trump and will vote for Biden."", '#Person1# is a crazy fan of Trump and wants him to be re-elected. #Person2# will vote for Biden.', '#Person1# is crazy for Trump and voted for him but #Person2# will vote for Biden.']","#Person1# and #Person2# debate Trump's re-election, with #Person1# favoring Biden and #Person2# supporting Trump.",0.2865,0.9116,0.6251
44,"['Sarah is considering moving. #Person1# gives her advice on buying a house.', 'Sarah wants to move. #Person1# suggests buying a cheaper house and offers information on possible options.', ""Sarah tells #Person1# that she can't afford a new house. #Person1# says #Person1#'s sister-in-law bought a cheap house and suggests Sarah should buy a house far from the city center.""]","#Person1# advises Sarah to consider moving to a cheaper, government-sold house in a community-oriented neighborhood to ease financial stress.",0.2697,0.8947,0.625
201,"['#Person1# and #Person2# agree to sign an agreement since #Person1# could speed up the delivery as #PErson2# hopes.', '#Person1# will accelerate the slow delivery to address #Person2# concerns, and they reach an agreement right away.', '#Person2# agrees to the price but is worried about the slow delivery. #Person1# promises to fasten the delivery, and they will sign the agreement.']","#Person1# addresses #Person2#'s concerns about delivery time, leading to an immediate agreement on a proposed price.",0.2942,0.9191,0.6249
405,"[""#Person2# thinks that unemployment gives rise to social problems, and #Person1# thinks that it's difficult to handle it efficiently."", '#Person1# and #Person2# agree that the government cannot handle the unemployment problem efficiently.', ""#Person1# and #Person2# think that it's hard for the government to handle the social problems caused by unemployment.""]",#Person1# and #Person2# agree unemployment is the main social issue challenging the government.,0.3186,0.9434,0.6248
150,"['#Person1# finds that #Person2# e-mail exceeds capacity and suggests #Person2# compress the email.', ""#Person2#'s attachment exceeds the e-mail capacity, #Person1# suggests compressing it."", ""#Person2# can't send out an email. #Person1# suggests #Person2#'s attachment be compressed.""]","#Person1# helps #Person2# resolve email issues by identifying an oversized attachment, not a virus, and suggests compression.",0.2855,0.9095,0.624
220,"[""#Person2# asks #Person1# for information for requesting a loan. #Person1# says the bank will assess people's credit scores then #Person2# just leaves."", ""#Person2#'d like some information for requesting a loan. However, it's likely that his order cannot be approved because of his terrible credit score."", '#Person2# wants to know about requesting a loan. #Person1# introduces the policy of loan interest and credit assessment. #Person2# then leaves as he has a terrible credit score.']","#Person2# consults with bank representative #Person1# about a loan, but poor credit score deters application.",0.2816,0.9055,0.6239
76,"['#Person1# wants to talk to #Person2# about the sales projections for next year. They decide to meet on Tuesday at 2:30 the next week.', '#Person1# and #Person2# negotiate on a time to talk about the sales projections for next year. They decide to meet next Tuesday.', '#Person1# and #Person2# are scheduling to talk about the sales projections for next year and they decide to meet next Tuesday.']",#Person1# and #Person2# plan a meeting next Tuesday to discuss sales projections and spreadsheet macros.,0.3224,0.9462,0.6238
253,"['#Person1# is going to the bachelor party of Alex, and #Person2# will organise a bachelorette party for Wendy.', ""#Person1# is excited about attending two friends' bachelor party. #Person2# doesn't trust #Person1# and will organize a bachelorette party for a friend too."", ""#Person1# shares the Alex's bachelor party plan with #Person2# and promises nothing will be too much. #Person2# doubts that and will also organize a bachelorette party.""]","#Person1# and #Person2# discuss plans for their friends' bachelor and bachelorette parties, debating over appropriate activities.",0.2911,0.9149,0.6238
356,"[""#Person1# wants to know #Person2#'s experience in guiding."", '#Person1# asks #Person2# about experience in guiding .', '#Person2# tells #Person1# #Person2# has few guiding experiences.']","#Person2# shares experience of guiding American tourists around Chinese attractions, including Huangguoshu Falls, last winter.",0.2322,0.8559,0.6237
298,"['Amy called Jimmy to return his book yesterday but Jimmy was out for a lovely picnic. They will meet soon at a cafe.', ""Jimmy didn't pick up a phone call from Amy because Jimmy was having a fun picnic. Amy will meet him later to return his book."", ""Amy called Jimmy to return his book but Jimmy went to Beihai Park for picnic so Amy didn't reach him. They will meet later.""]",Amy arranges to return Jimmy's book at a cafe after he missed her call due to a picnic.,0.2761,0.8995,0.6234
95,"['Steven and Lin just had a great meal. Then they talk about the different tipping cultures between America and China.', 'Steven buys Lin a magnificent dinner in America and they then talk about the tipping culture in China and America.', 'Steven treats Lin to a nice meal. Then they talk about the tipping cultures in their countries.']",Lin and Steven discuss cultural differences in tipping between China and Steven's country over a meal.,0.2766,0.9,0.6233
353,"[""#Person1# thinks computer games are violent but #Person2# doesn't agree."", '#Person1# and #Person2# have different ideas on computer games.', '#Person1# hates computer games for its violence and bad effect but #Person2# disagrees.']","#Person1# criticizes computer games for violence, while #Person2# defends them as educational tools, sparking a debate.",0.3167,0.938,0.6213
218,"[""It's a lovely day, so #Person1# and #Person2# have their lunch outside and plan to go to the beach this weekend."", '#Person1# and #Person2# are enjoying the weather and may go to the beach this weekend.', ""Weather's nice. #Person1# suggests having lunch outside and hopes to go to the beach to get some sun.""]","#Person1# and #Person2# enjoy a sunny day outdoors, discussing weather, seasons, and a potential beach visit.",0.2954,0.9163,0.6209
226,"[""#Person1# pays the meal and tips #Person2# but #Person2# doesn't take it."", ""#Person2# takes no tips despite #Person1#'s kindness."", '#Person1# pays and leaves a tip but #Person2# politely refuses.']",#Person1# pays $50 for a $42.50 meal but #Person2# declines the extra as a tip.,0.2987,0.9196,0.6209
345,"[""Dennis pretended to be a girl in online chat rooms. He's going to meet a guy who thinks he is a girl on Friday night. #Person2# suggests that he might be beaten."", 'Dennis tells #Person2# he pretended to be a young girl to chat, and he found it effective, but #Person2# thinks he is sick.', ""Dennis has been pretending as a girl and talking to people in chat rooms. He'll meet a guy who thinks him is Miss Right. #Person2# thinks Dennis might get beaten.""]","Dennis, posing as a 16-year-old girl online, plans to meet a man who's interested in him, raising concerns among friends.",0.2643,0.8852,0.6209
153,"['Mary from Hans furniture tells Tom they decide not to employ him but Tom asks the store to reconsider him.', 'Marry calls Tom to inform him that they decide to offer the sales position to someone else. Tom wants them to reconsider.', 'Tom wants Marry to reconsider the decision of offering the sales position to someone else instead of him.']","Tom pleads for reconsideration after Hans furniture store offers sales position to a more experienced candidate.
",0.2598,0.8804,0.6206
31,"['Francis and Monica are discussing when to work on the financial report.', 'Francis and Monica manage to find time to work on a report together.', 'Francis and Monica negotiate on the time to work on the report.']",Monica and Francis scheduled a Friday afternoon meeting to review a crucial financial report.,0.2783,0.8987,0.6205
407,"['#Person1# and #Person2# go to a nightclub in Beijing and dance there. #Person1# prefers fast dances to slow dances.', '#Person1# and #Person2# go to the nightclub to dance and #Person1# prefers fast dances to slow dances.', '#Person2# takes #Person1# to a nightclub, and #Person1# has fun with fast dances.']","#Person1# explores Beijing's nightlife with #Person2#, enjoying the music and ambiance at a local nightclub, particularly fast music and disco dancing.",0.2954,0.9152,0.6198
256,"['#Person1# and #Person2# start from one Chinese TV series and talk about short-lived marriage nowadays and views of marriage of only-child generation in China.', '#Person1# and #Person2# have a conversation about recent trends of Chinese marriage. They agree that the younger generation are taking marriage less seriously and will make hasty decisions.', '#Person1# and #Person2# have a discussion about the divorce rate in China and reasons hidden behind.']","#Person1# and #Person2# discuss rising divorce rates in China, attributing it to young people's haste and lack of seriousness in marriage.",0.3079,0.9275,0.6196
319,"['#Person1# asks #Person2# to pay excess luggage charge.', '#Person1# will pays for the overweight luggage.', ""#Person2# pays for #Person2#'s fragile luggage.""]",#Person1# charges #Person2# for excess luggage weight and provides a fragile label for their bag.,0.2978,0.9171,0.6194
333,"[""#Person1# has difficulty getting access to the computers in the library to do #Person1#'s assignment."", '#Person1# and #Person2# talk about the difficulty of not having a personal computer.', '#Person1# is frustrated, having no access to the computers.']",#Person1# struggles with library computer access for assignments; #Person2# empathizes and hopes to afford a personal computer.,0.2945,0.9139,0.6194
70,"['#Person1# is visiting a large plant and #Person2# introduces its basic information.', '#Person2# introduces the area of the plant, its history, size, and function to #Person1#.', '#Person1# and #Person2# visit a plant. #Person2# introduces its occupy, history, and employee number.']","#Person1# learns about the large size, history, and production process of a plant from #Person2#, and agrees to a tour.",0.299,0.918,0.619
115,"[""#Person2# doesn't have enough cash to pay 905 yuan and asks to cut the service charge. #Person1# refuses. So #Person2# pays by her husband's credit card because it can be accepted."", ""#Person1# requires 905 yuan in total, but #Person2# only has 900 in cash and asks for a release. #Person1# refuses, so #Person2# pays by her husband's credit card because it can be accepted."", ""#Person2# is asked to pay 905 yuan but she just has 900 in cash and asks for a release from #Person1#. #Person1# refuses. So #Person2# pays by her husband's credit card because it can be accepted.""]","Customer pays 905 yuan with husband's credit card after unsuccessful negotiation, appreciates wrapping service offered by store employee.",0.2485,0.866,0.6174
199,"[""#Person2# helps #Person1# to open a current account and explains the current account doesn't pay interest and #Person1# can draw money at a bank or an ATM."", '#Person1# wants to open a current account. After #Person1# providing information and filling in a form, #Person2# opens one for him and tells him how to draw money from it.', ""#Person2# opens a current account for #Person1# and explains it doesn't pay interest and tells him how to draw money from it.""]","#Person1# opens a current account with #Person2#'s assistance, learning about its non-interest nature and withdrawal methods.",0.2962,0.9137,0.6174
286,"['#Person1# is sending a package with the help of #Person2#.', '#Person2# instructs #Person1# on how to send a package by mail.', ""#Person1# sends a package at #Person2#'s and buys some stamps at the other window.""]","#Person1# seeks to mail a package, buy stamps and a money order; #Person2# directs them to different service windows.",0.2985,0.9158,0.6173
269,"['Hong suggests #Person1# use a local SIM card to save money to call.', 'Hong tells #Person1# to buy a local SIM card to make a cheap phone call to the UK.', ""#Person1# can't afford to call back to UK and Hong offers a cheap way to address the problem.""]","#Person1# worries about high UK roaming charges; #Person2# suggests using a local SIM card, costing around 110 RMB.",0.2757,0.8929,0.6172
93,"[""#Person1# and #Person2# are talking about the good performance of their business for last year. #Person2# thinks the success is partly because of Wallace's contribution, and partly because of their new marketing strategy."", ""#Person1# and #Person2# talk about the success of their business and attribute the success to Wallace's contribution and the new marketing strategy. They hope good luck can last."", '#Person1# and #Person2# are pleasant to see their business performance has improved last year. They think the credits should be given to Wallace and the new marketing strategy.']",#Person1# and #Person2# discuss company's return to profitability due to new marketing strategy and president's leadership.,0.305,0.9216,0.6166
300,"[""#Person1# asks #Person2# to scedule an emergency meeting for an important order when Ken gets back. #Person2# doesn't think he would be back today."", '#Person1# asks #Person2# to call an emergency meeting whether Ken comes back or not.', ""#Person1# and #Person2# will call an emergency meeting today even #Person2# doesn't think Ken can get back.""]","#Person1# calls for an urgent meeting about a crucial order, despite Ken's absence, promising to update him later.",0.2669,0.8832,0.6163
481,"['#Person1# and #Person2# flip a coin to decide which one should get the bottom bunk and #Person2# wins. They negotiate the setting of other things and #Person1# gets the desk by the window. They start to unpack.', '#Person1# and #Person2# initiate a plan to divide the furniture in the room. #Person1# takes the bottom bunk by flipping a coin whereas #Person1# takes the better stereos and the nicer desk.', ""#Person2# has the bottom bunk by winning the coin flip with #Person1#. They decide to use #Person1#'s stereos because it's better. #Person1# has the desk by the window for it's fair. #Person1# will go out for food and come back to unpack after #Person2# has done.""]","#Person1# and #Person2# discuss room arrangements, deciding on bunk, stereo, and desk allocation, and plan to unpack their boxes.",0.2803,0.8967,0.6163
108,"['#Person1# asks #Person2# who saw the robbery some questions. #Person2# agrees to come to the station for more questioning.', '#Person1# asks #Person2# who saw a robbery some questions and #Person2# is willing to go to the station for more questioning.', '#Person2# tells #Person1# #Person2# witnessed the robbery and agrees to take more questions in the station.']","#Person2# witnesses bank robbery, agrees to assist police with investigation.",0.2847,0.9009,0.6162
486,"[""#Person1# tells Katie about her evaluation and expresses expectations for Katie's future work."", ""#Person1# reviews Katie's working evaluation and comes up with new requirements for #Person2#."", ""#Person2# talks about Katie's evaluation and wants Katie to do better when she doesn't have customers.""]","Supervisor reviews Katie's performance, praises availability, addresses punctuality and daydreaming issues, sets expectations for proactive work during downtime.",0.2561,0.8722,0.6161
377,"['Kate is happy to use the credit card because it makes it easy to spend money. Henry reminds her to be careful and pay the money back.', 'Kate is happy with the credit card which as it makes it easy to spend money. Henry warns about the safety and repayment problem.', 'Kate starts to use the credit card which makes it easy to spend money. Henry reminds her to be careful and pay the money back.']",Kate enjoys her credit card's convenience despite Henry's warning about potential risks and repayment obligations.,0.2852,0.9011,0.6159
96,"['Bill is happy because he made a move to know his roommate today.', ""#Person1# and Bill talk about Bill's roommate Brain Locker."", 'Bill tells #Person1# that he has made a move to read of his roommate.']","Bill shares his happiness with #Person1#, revealing actions involving his roommate and a man named Brain Locker.",0.2737,0.8894,0.6157
264,"['Ted likes Jenny but is afraid to ask her out. Mike encourages Ted to tell Jenny his feelings.', 'Ted likesJenny but is too afraid to express his feeling. Mike encourages him and Ted will tell her.', ""Ted likes Jenny but is afraid of telling her because he doesn't want to be turned down. Mike encourages Ted to tell Jenny.""]","Mike encourages Ted to confess his romantic feelings to Jenny, despite Ted's fear of rejection.",0.299,0.9142,0.6152
254,"['#Person1# helps #Person2# get a ballot card and guides #Person2# the next step.', '#Person1# helps #Person2# to get a ballot and go vote.', '#Person2# successfully gets the ballot card and votes with the help of #Person1#.']",#Person1# assists #Person2# in obtaining a ballot for voting after verifying their ID.,0.3244,0.9394,0.615
21,"['#Person2# is describing the educational background and previous working experience to #Person1# in a job interview.', '#Person2# is being interviewed by #Person1#. #Person2# is equipped with a bunch of valuable office skills.', ""#Person1# asks about #Person2#'s special skills, training, previous working experience and other qualification for the job.""]","#Person2# showcases programming, secretarial skills, and diverse office experience, aiming to secure a potential job.",0.2554,0.8697,0.6143
277,"['#Person2# lost the credit card in travelling and is asking the Client Services for help.', '#Person2# lost an international credit card while travelling in the city and therefore calls #Person1# for help.', '#Person2# calls #Person1#, the IBA Client Services Department to report his lost credit card and asks for help.']",Shelley from IBA assists a tourist who lost his International Credit Card in a hotel lobby bar.,0.2576,0.8714,0.6138
103,"['#Person1# invites Lily to picnic this weekend. Lily accepts.', '#Person1# is inviting Lily to take part in their picnic this weekend, and she accepts.', '#Person1# invites Lily to take part in their weekend picnic and Lily accepts.']","#Person1# invites Lily for a weekend picnic by the river, assuring her of all provisions.",0.319,0.9318,0.6128
414,"[""#Person1# and #Person2# are talking about the terrorist attacks on 9-11, which was nightmarish for #Person1#'s family."", ""#Person1# and #Person2# remember the chaotic situation of New York after 9-11, and #Person1#'s uncle ended up dying in the tower."", ""#Person1# tells #Person2# what was going on in New York City on 9-11 and what #Person1#'s family has suffered.""]","#Person1# and #Person2# discuss their experiences of 9/11, revealing personal loss and the global impact of terrorism.",0.3056,0.9181,0.6125
212,"[""Bill tells Jim that Dick's been sick."", ""Dick's been sick and will come back as soon as possible."", ""Bill tells Jim about Dick's health condition.""]",Jim and Bill discuss their friend Dick's illness and expected recovery.,0.2833,0.8953,0.6119
105,"['Mary and Frank both like watching movies in their spare time. Mary usually rents movies at Movie Salon and Frank also wants to get a membership to rent movies.', 'Frank and Mary both like watching movies in their spare time. Mary usually rents movies at Movie Salon, and Frank is interested in signing up for its membership.', 'Mary and Frank both like watching movies in their spare time. Mary usually rents movies at Movie Salon and Frank also wants to get a membership to rent movies']",Frank and Mary discuss their movie preferences and Mary recommends Movie Salon for its wide selection.,0.2845,0.8956,0.6111
62,"['#Person1# invites #Person2# to watch a movie together that night. #Person2# wants to see nothing but a war movie.', '#Person1# and #Person2# talk about what kind of movies to watch and they decided to watch a war movie.', '#Person1# invites #Person2# to movie and #Person2# wants to see a war movie.']","#Person1#'s movie suggestions are rejected by #Person2#, who unexpectedly proposes a war film.",0.3053,0.9156,0.6103
408,"[""#Person1# wants to have a farm and gets away from working 9 to 5 in an office. #Person2#'d visit #Person1#."", ""#Person2# thinks that #Person1#'s plan to run a farm and become a farmer is different from the current job, and #Person2# will come and visit #Person1# on a farm."", ""#Person1# decides to own a farm and live a different life while #Person2# thinks it's difficult.""]","#Person1# wants to farm for a simpler life, #Person2# warns of its challenges but shows interest in visiting.",0.3002,0.9096,0.6094
252,"[""#Person1# and #Person2# are talking about their son's bad habits and #Person2# gives suggestions on how to guide and help the kid."", ""#Person1# and #Person2# exchanges thoughts on how to deal with their son's bad behavior. #Person2# suggests treating the kid with patience instead of punishment."", ""#Person1# asks #Person2# to help to address their son's problems, and #Person2# has come up with several motivating and gentle ideas.""]","#Person1# seeks advice on managing son Tony's negative behavior; #Person2# suggests patience, respect, and positive reinforcement.",0.3125,0.9204,0.6079
99,"['#Person1# thinks that she knows #Person2# somewhere, but #Person2# denies it.', ""#Person1# thinks she has met #Person2# somewhere, but #Person2# thinks it's a mistake."", ""#Person1# keeps asking where #Person2#'s from because she thinks she knows #Person2# but #Person2# denies it.""]","#Person1# mistakenly believes she recognizes #Person2# from various locations, causing frustration when he denies it.",0.3243,0.932,0.6077
404,"[""#Person1# and #Person2# are talking about where their relationship is going with a gun in #Person1#'s hand."", ""#Person1#'s is talking about where the relationship with #Person2# is going with a gun in hand."", '#Person1# asks where the relationship with #Person2# is going and #Person2# gives the answer.']","#Person1# and #Person2# confess love amid tension, with a dangerous twist involving a gun, ending in regret and relief.",0.2978,0.9053,0.6075
419,"['#Person2# is looking for a nice gift to give his girlfriend Jess for their fifth anniversary. #Person1# gives him many suggestions and he finally decides to ask Jess to marry him.', ""#Person2# wants to select a gift for his girlfriend and get some recommendations from #Person1#. After consideration and #Person1#'s encouragement, #Person2# decides to buy a proposal ring."", '#Person1# assists #Person2# in choosing a gift for Jess. #Person2# decides to buy a ring and propose on their fifth anniversary.']","#Person2# seeks #Person1#'s help to find an anniversary gift for his girlfriend, Jess, and reveals his intention to propose.",0.3141,0.9214,0.6073
