id,references,prediction,Average_ROUGE,Average_BERTScore,Difference
52,"['#Person2# tells #Person1# information about their company and its surroundings.', ""#Person1# asks #Person2# about the company's surroundings, location, and staff restaurant."", '#Person2# introduces the surroundings and information about their company to #Person1#.']","The conversation discusses a 15-minute drive to downtown, nearby corporations, company's two floors, and its staff restaurant.",0.2424,0.8541,0.6116
488,"['Gian and Gina introduce themselves to each other. Gian introduces Gina to Robert.', 'Gian and Gina introduce themselves to each other and Gian introduces the friend Robert to Gina.', 'Gian tells Gina she is a self-employed journalist and introduces Robert to Gina.']",Gian from Spain and self-employed journalist Gina from Finland meet at a conference.,0.2598,0.8711,0.6113
89,"['#Person2# thought to travel to the Caribbean Sea. #Person1# went there last year and thinks the weather can sometimes be really bad.', '#Person2# wanted to travel to the Caribbean Sea and but is worried about the storms.', ""#Person2# hasn't decided to go to the Caribbean Sea on vacation because #Person2# is concerned about the storms there.""]",Person 2 is considering a Caribbean vacation but is concerned about the region's frequent storms.,0.2937,0.9046,0.6109
112,"[""#Person2# voluntarily shares an umbrella with #Person1# who doesn't bring the umbrella when it's rainy."", ""#Person1# forgot to take an umbrella while it's raining. #Person2# shares an umbrella with #Person1#."", ""#Person2# shares an umbrella with #Person1# when it's rainy.""]",Two strangers decide to share an umbrella and walk together to the Garden Hotel.,0.2582,0.8681,0.6099
277,"['#Person2# lost the credit card in travelling and is asking the Client Services for help.', '#Person2# lost an international credit card while travelling in the city and therefore calls #Person1# for help.', '#Person2# calls #Person1#, the IBA Client Services Department to report his lost credit card and asks for help.']",A tourist contacts IBA Client Services for help after losing his International Credit Card.,0.2815,0.8913,0.6099
310,"[""#Person2# thought Daniel's favorite course would be PE, but actually he likes science most."", 'Daniel is interested in science because he can learn more about the world through it.', ""#Person2# is surprised that Daniel's favorite course is science and he is interested in it.""]","Daniel's school added new courses; he enjoys science the most, surprising his friend who thought he preferred PE.",0.2717,0.8816,0.6099
246,"[""Tim's project is about how to lead a greener life. #Person1# consults about his motivation and his findings at school. Tim finds there are many aspects that can be improved for his school."", ""Tims is talking about his greener life. He now rides his bike to school and recommends teachers to send electrical paper rather than paper ones. And he thinks the school shouldn't have machines with bottled drinks."", ""Tim chooses a green-life-related project because he wants to see what he could do in his own life. He's started being greener with himself and influences others.""]","Tim discusses his project on leading a greener life, suggesting biking to school, electronic submissions, and reducing bottled drinks.",0.2751,0.8846,0.6095
197,"[""#Person2# tells Mary about #Person2#'s terrible experience that a dog rushed at #Person2# and barked loudly when #Person2# was delivering milk."", '#Person2# shares with Mary the terrible experience this morning. #Person2# was run after by a dog and knocked into a tree.', ""#Person2# tells Mary about #Person2#'s experience this morning. when #Person2# was delivering milk, a huge dog rushed at #Person2# and #Person2# was knocked into a tree. It reminds Mary of a movie.""]",#Person2# got injured trying to deliver milk due to a dog chase and hitting a tree branch.,0.2803,0.8892,0.6089
402,"[""Charlie and Myrdal are going to hotdog stand to find Myrdal's disappeared purse."", 'Charlie suggests going back to the hotdog stand when Myrdal cannot find the purse.', 'Charlie helps Myrdal to think over where Myrdal lost the wallet.']",Person 1 lost her purse and they decide to return to the hotdog stand to find it.,0.2842,0.8931,0.6089
237,"['#Person1# wants some online information about the Normandy Landing, #Person2# teaches #Person1# how to google it.', '#Person2# helps #Person1# find a website about Normandy Landing and suggests reading a book for details.', '#Person1# wants to know about the Normandy Landing. #Person2# teaches #Person1# to search and suggests reading a history book.']",Person 1 seeks Person 2's help to find information about the Normandy Landing during World War Two online.,0.2782,0.8869,0.6087
58,"['#Person1# and #Person2# feel scared when heard Sarah insists on marrying Dick.', ""#Person1# and #Person2# are shocked about Sarah's love for Dick."", '#Person1# and #Person2# are surprised to know Sarah wants to marry Dick.']","Sarah's decision to marry Dick, a known womanizer, shocks and confuses her friends.",0.2595,0.8679,0.6084
225,"['#Person1# is taking a date to a restaurant. #Person2# suggests an expensive one and #Person1# asks #Person2# to reserve a table.', '#Person1# wants to take a date to the best restaurant, #Person2# suggests the Gramercy Tavern and is calling to reserve a table for him.', '#Person1# wants to take a date to a restaurant. #Person2# recommends the Gramercy Tavern.']","#Person1# seeks #Person2#'s help to find a sophisticated restaurant for a date, settles on Gramercy Tavern.",0.3143,0.922,0.6077
357,"[""#Person1# confirms Jack's reservation for a double for three nights. Jack checks in."", ""Jack checks in at #Person1#'s hotel."", 'Jack has a hotel reservation and #Person1# helps him check in.']",Jack confirms his three-night double room reservation at a hotel.,0.282,0.8897,0.6077
120,"[""#Person1# asks something about #Person2#'s care with puppies and reminds #Person2# of the vet appointment."", '#Person1# and #Person2# are talking about taking care of their puppies and the time of vet appointment.', ""#Person1# inquires about #Person2#'s care with the puppies and reminds #Person2# of the vet appointment.""]","Person 2 fed the puppies and will bathe them, and remember their vet appointment on Saturday at 11am.",0.2527,0.8602,0.6075
220,"[""#Person2# asks #Person1# for information for requesting a loan. #Person1# says the bank will assess people's credit scores then #Person2# just leaves."", ""#Person2#'d like some information for requesting a loan. However, it's likely that his order cannot be approved because of his terrible credit score."", '#Person2# wants to know about requesting a loan. #Person1# introduces the policy of loan interest and credit assessment. #Person2# then leaves as he has a terrible credit score.']",#Person2# inquires about a loan but decides against it due to a poor credit score.,0.2962,0.9038,0.6075
475,"['Ann recommends #Person1# to do the well-being in the air program on the way to New York. Ann introduces the program in detail and #Person1# seems interested in it.', 'Ann suggests #Person1# take well-being in the air programme including drinking mineral water and exercising so that #Person1# could get over jet lag.', 'Ann had a business trip to the states and #Person1# will have a trip too. Ann suggests #Person1# do well-being in the air program. She did it on her flight to New York, eating light and healthy, doing exercise, and she felt good after her arrival.']","Ann suggests a well-being program to avoid jet lag, involving healthy food, hydration, and in-flight exercises.",0.2745,0.882,0.6075
252,"[""#Person1# and #Person2# are talking about their son's bad habits and #Person2# gives suggestions on how to guide and help the kid."", ""#Person1# and #Person2# exchanges thoughts on how to deal with their son's bad behavior. #Person2# suggests treating the kid with patience instead of punishment."", ""#Person1# asks #Person2# to help to address their son's problems, and #Person2# has come up with several motivating and gentle ideas.""]","Parents discuss their son's bad habits and strategies for gentle, positive reinforcement.",0.2765,0.8836,0.6071
238,"[""#Person2# has problems using training machines to build #Person2#'s body. #Person1# explains it and shows #Person2#."", '#Person1# teaches #Person2# how to use the training machine and suggests starting working small reps if #Person2# wants a good physique.', ""#Person1# teaches #Person2#, a newbie, to use a machine. #Person2# doesn't want to be ripped and thus works with less weight than #Person1#.""]","Person 1 helps Person 2, a gym newbie, understand how to use a machine and start a balanced workout routine.",0.2739,0.8808,0.6068
442,"['According to the schedule planned by Brian, #Person1# will be picked up at 6, meet the Managing Director at the airport and attend the conference at noon.', 'Brian arranges the working schedule for #Person1# and reports the detailed time and arrangements to #Person1#.', ""Brian completes some arrangments for #Person1#'s business trip and the schedule after #Person2# gets to the destination.""]","Brian arranges a trip for his colleague, including an early flight and meetings with the Managing Director.",0.272,0.8788,0.6068
323,"['Benjamin has trouble writing a project report. #Person1# teaches him that a good report involves a final conclusion on his work of this year, experiences in dealing with some emergent events, plan for the next year, and the format.', ""Benjamin hasn't finished his project report so #Person1# helps him. #Person1# tells him about the content and format of a report, and agrees to teach him how to work Microsoft Words."", ""Benjamin hasn't finished a report involving a final conclusion of this year, future plans and more details. #Person1# will help him learn how to work Microsoft Words.""]","Benjamin struggles to write a project report, his colleague offers guidance and agrees to help him with formatting.",0.2739,0.8798,0.6059
403,"['#Person1# has been washing dishes for over a week and #Person2# will do the dishes next week.', ""#Person1# has been washing dishes for over a week and #Person2# agrees to take #Person2#'s turn to wash next week."", '#Person2# will do the agreement made with #Person1# on taking turns washing the dishes.']","#Person1# insists #Person2# takes their turn washing dishes, to which #Person2# agrees.",0.3212,0.9264,0.6052
287,"['#Person1# and #Person2# are talking about natural disasters and Wenchuan earthquake in China. They feel the importance of life and love.', '#Person1# and #Person2# discuss the destructive impact that earthquakes have in Chinese history, and the assistance for the Wenchuan Earthquake.', '#Person1# and #Person2# exchange opinions toward the effect of earthquake and how people feel about it.']","The conversation discusses the severity of earthquakes, particularly in China, and the importance of human compassion during such disasters.",0.2788,0.8837,0.605
44,"['Sarah is considering moving. #Person1# gives her advice on buying a house.', 'Sarah wants to move. #Person1# suggests buying a cheaper house and offers information on possible options.', ""Sarah tells #Person1# that she can't afford a new house. #Person1# says #Person1#'s sister-in-law bought a cheap house and suggests Sarah should buy a house far from the city center.""]",Sarah considers buying a cheaper house outside the city after a friend's positive experience with a similar purchase.,0.2782,0.883,0.6048
316,"['Andy calls to find Naomi. Nancy will deliver the message that he has called.', ""Andy calls but Naomi isn't there."", 'Andy leaves a message to Naomi by phone.']","Andy called Naomi's house and left a message with her sister, Nancy.",0.294,0.8985,0.6045
393,"[""#Person1# and David's father want to have a quiet Christmas at a country hotel, but David thinks it is boring."", ""David complains about the boring Christmas at a country hotel. But #Person1# and David's dad feel nice."", 'David feels it boring to stay at a country hotel, while his father and #Person1# enjoy a quiet Christmas.']",David is upset about spending Christmas in a country hotel instead of attending a New Year's Eve party in New York.,0.2755,0.88,0.6045
258,"['Mary got married. #Person2# is surprised when told by #Person1#.', '#Person2# is surprised to hear from #Person1# that Mary got married.', ""#Person1# shares Mary's marriage news with #Person2#. #Person2# is surprised.""]",Mary married Jerrod and is moving to Paris.,0.2515,0.8558,0.6044
183,"[""Jane invites Peter to join her travel to Xi'an. Peter asks the duration and cost and is interested. Then they discuss their ideal places for a holiday if they had enough money."", ""Jane invites Peter to go on a trip with their friends together to Xi'an in the summer. Peter asks about the trip and is interested. They also talk about their ideal place for a holiday."", ""Peter is interested in joining Jane's trip to Xi'an in July for about one week. If they had enough money, Peter would go to Xinjiang or Tibet.""]","Peter and Jane discuss a potential summer trip to Xi'an, costing 2000 yuan for a week in July.",0.2978,0.9021,0.6043
259,"['#Person2# lost the wallet and borrows some money from #Person1#.', ""#Person2#'s wallet was lost and has to borrow some money from #Person1#."", '#Person1# lends money to #Person2# as #Person2# lost the wallet.']","#Person2# lost their wallet and borrowed $50 from #Person1#, promising to repay on Friday. They plan to accompany #Person1# to buy books.",0.3226,0.9267,0.604
320,"['#Person1# wants to drink a soda because of thirst. #Person2# suggests #Person1# drink water instead of soda when dehydrated.', '#Person1# is thirsty and #Person2# suggests #Person1# drink water instead of soda.', ""#Person2# tells #Person1# soda doesn't quench the thirst. #Person1# will drink water as #Person2# suggests.""]","Person 1 is thirsty and initially wants a soda, but Person 2 advises them to drink water instead.",0.3003,0.9039,0.6037
321,"['Mr. Green has a meeting with Manager Liang tomorrow morning, but Mr. Green has to go abroad today. Wang Miao says Mr. Green will make another appointment.', ""Wang Miao informs #Person1# of the change of Manager Liang and Mr. Green's appointment."", 'Mr. Green has to cancel the appointment with Mr. Liang and will make another one later.']",Wang Miao informs Manager Liang's office about CEO Mr. Green's rescheduling due to an urgent case.,0.2945,0.8978,0.6033
184,"[""#Person2# wants to borrow romance videos for #Person2#'s daughter and asks the detailed cost and tenancy term. #Person1# reminds of the overdue fee."", '#Person1# serves #Person2# to borrow movies and tells #Person2# the price and when to return them.', ""#Person2# wants to borrow some Romance movies for #Person2#'s daughter. #Person1# asks #Person2# to register a member card. The movie rental comes to seven dollars and fifty cents in total and needs to be returned on time.""]",#Person2# rents romance movies for his daughter and signs up for a free membership at the video rental store.,0.2628,0.866,0.6032
69,"['James reserves a dining room for eight at a restaurant. #Person1# will ask the waitress to show him the way.', ""#Person1# confirms Jame's reservation at the restaurant and asks a waitress to show him the way."", ""James has reserved a dining room and #Person1#'ll asks the waitress to show him the way.""]",James arrives at a restaurant for his reserved dining room for eight people.,0.2768,0.8799,0.6031
250,"['As not reconfirming recently, #Person1# cannot take the reserved air ticket.', '#Person1# was too busy to reconfirm a fight reservation and needs to buy another ticket.', '#Person1# goes to pick up the ticket but is told by #Person2# that the ticket was cancelled due to the late reconfirmation.']",#Person1#'s flight reservation was cancelled due to lack of reconfirmation; seeks next available ticket.,0.2961,0.8986,0.6025
243,"[""James is visiting Kate's new suite and surprisingly finds she's redecorated it."", ""James comes to visit Kate's living room and is surprised that she's redecorated it. Kate talks about her furniture proudly."", 'Kate saved money to buy new furniture and do some decorating. James loves her suite and spots that her carpet is the old one.']","James visits Kate's redecorated living room, admires new furniture and cleaned carpet, and notices a new rug from China.",0.3045,0.9061,0.6016
385,"['#Person2# suggests that #Person1# should listen to the doctor.', '#Person2# suggests #Person1# follow the medical instruction.', ""#Person2# suggests that #Person1# should follow the doctor's instruction.""]","#Person1# complains about persistent back pain despite medication, #Person2# suggests following the prescribed dosage.",0.3251,0.9262,0.6012
469,"['Harry tells #Person2# that the bag was overpriced in a street market. #Person2# suggests that Harry should bargain with the seller and consult the price tags in the supermarket first.', '#Person2# suggests Harry consult the price tags in the supermarket first and then negotiate for a fair deal after Harry bought a bag overpriced and got a terrible feeling.', ""Harry is mad because he bought a bag overpriced at a street market in China. #Person2# says it's common and people should know the real worth and then negotiate for a fair deal.""]","Harry regrets overpaying for a bag at a Chinese market, learning the importance of bargaining and knowing the real worth of items.",0.2861,0.8872,0.6012
179,"['#Person2# has applied for a student visa in the states and tells #Person1# about the rules and the required documents of applying for a USA visa and why they are so strict.', ""#Person2# tells #Person1# #Person2#'s applied for the student visa to study in the united states. They talk about the procedures, materials, and points for attention of the application."", '#Person2# tells #Person1# that #Person2# has applied for a student visa to the United States. #Person2# says many people are rejected because they are not careful about it.']","Person 2 has applied for a US student visa, discussing the complex process and strict requirements with Person 1.",0.3003,0.9011,0.6009
454,"[""#Person1# suggests a tour according to #Person2#'s preference."", '#Person2# asks #Person1# for some tour advice on the natural landscape.', ""#Person2# wants a short tour in the natural landscape under #Person1#'s suggestion.""]","#Person2# seeks a one-day natural landscape tour, #Person1# suggests a river trip.",0.3281,0.9285,0.6004
126,"['#Person2# has traditional Greek yogurt, which #Person1# thinks rather plain. #Person1# has an Italian tiramisu, which #Person2# thinks delicious. #Person1# goes and gets both of them a fried banana.', ""#Person2# tries Greek yogurt which #Person1# thinks it's rather plain. #Person1# has an Italian tiramisu which #Person2# thinks delicious. They both decide to have fried bananas and #Person1# will bring bananas back."", ""#Person2# tries Greek yogurt which #Person1# thinks it's rather plain. #Person1# has an Italian tiramisu which #Person2# thinks delicious. Then they want to have fried bananas and #Person1# goes out to buy some.""]","Two friends enjoy trying different desserts, including Greek yogurt, tiramisu, and fried bananas.",0.2673,0.8673,0.6
61,"['#Person1# and #Person2# are talking about the weather in different seasons in Beijing. #Person2# reminds #Person1# to put on more clothes in the evening and not to catch a cold.', ""#Person1# and #Person2# are talking about the weather in Beijing. #Person2# tells #Person1# it's cold in the evening around this time."", '#Person1# and #Person2# are talking about the heavy rain last night and the weather in Beijing.']",Two friends discuss the weather and seasons in Beijing.,0.2782,0.8775,0.5993
27,"['Muriel Douglas and James meet each other and talk about what they have done during the holiday.', ""James and Muriel are talking while waiting for Susan, Muriel's associate. They talk about how they spent the holiday with their families."", 'Muriel Douglas and James send greetings and talk about their holiday before the meeting. Douglas stayed in L.A., while James went to Tahoe.']",James and Muriel Douglas meet for a business discussion and share their holiday experiences while waiting for Susan Kim.,0.2967,0.8958,0.5991
50,"['#Person1# takes a taxi to the Friendship Hotel for something important.', '#Person2# drives #Person1# to the Friendship Hotel as fast as #Person2# can be.', 'The taxi driver takes #Person1# to the Friendship Hotel quickly.']","#Person1# takes a quick taxi ride to Friendship Hotel, pays 20 yuan for a 15 yuan fare, and lets the driver keep the change.",0.3029,0.9015,0.5986
103,"['#Person1# invites Lily to picnic this weekend. Lily accepts.', '#Person1# is inviting Lily to take part in their picnic this weekend, and she accepts.', '#Person1# invites Lily to take part in their weekend picnic and Lily accepts.']","Lily is invited to a weekend picnic at the river, with all necessities provided.",0.2777,0.8755,0.5978
336,"['#Person2# is at French Garden Restaurant and he orders a bottle of water, a tuna fish sandwich and a bowl of vegetable soup with the help of #Person3#.', ""#Person1# helps #Person2# find a seat and #Person3# takes #Person2#'s order."", ""#Person2# orders some food with #Person3#'s help in a restaurant.""]","A man dines alone at the French Garden Restaurant, ordering water, a tuna sandwich, and vegetable soup.",0.2714,0.8688,0.5975
55,"['#Person2# shows #Person1# the way to City Hall patiently.', '#Person1# asks #Person2# the way to City Hall and #Person2# answers with patience.', '#Person2# patiently shows #Person1# the way to City Hall.']",Person 2 gives Person 1 directions to City Hall.,0.3131,0.9106,0.5974
37,"[""#Person2# let in someone and #Person1# thinks it was #Person2#'s fault."", '#Person1# blames #Person2# for letting someone in without much discretion.', '#Person1# advises #Person2# not to let anyone in casually.']","#Person1# blames #Person2# for letting in a stranger, while #Person2# defends their actions based on the stranger's plausible disguise.",0.3295,0.9262,0.5967
471,"[""#Person1# helps #Person2# to open a new account. #Person1# answers #Person2#'s questions about the debit card, the maximum amount in an overdraft, and the penalty for having an overdraft."", ""#Person2# brings some documents to #Person1#'s to open up a new account with a debit card which allows for the maximum $1000 overdraft."", ""#Person2# wants to open a checking account at #Person1#'s bank. #Person1# tells #Person2# about the benefits of #Person1#'s bank. After #Person1#'s assistant looks over the documents, #Person1# tells #Person2# will receive the card and PIN in three weeks.""]","#Person2# visits a bank to open a checking and savings account, asks about overdraft limits and penalties, and completes the process.",0.2926,0.8885,0.596
425,"['Steven calls Mr. Sellers and asks him what he should do to deal with a power failure.', 'Mr. Sellers instructs Steven to solve the power failure by replacing bad fuses.', ""Steven tries to do the repairment under Mr. Seller's instruction to solve power failure.""]",Tenant Steven calls landlord Mr. Sellers for guidance on fixing a power outage.,0.3055,0.901,0.5955
360,"['#Person1# and #Person2# both enjoy watching the baseball game in a great place with great fans.', '#Person1# and #Person2# watch a baseball game with great fans in a comfortable place.', '#Person1# and #Person2# are watching a baseball game with great fans in a great place.']","Two friends enjoy a baseball game where Cal Ripen hits a home run, making Baltimore win.",0.2582,0.8529,0.5946
86,"[""#Person2# wants to buy a gift for his mother's birthday. After knowing his mother's preference, #Person1# recommends a gold watch."", ""#Person1# helps #Person2# pick a gift for #Person2#'s mother, and #Person2# decides to buy a watch."", '#Person2# is looking for a gift for his mother in a shop and #Person1# gives him some helpful suggestions.']",A man buys a watch with big numbers as a birthday gift for his mother.,0.2895,0.8836,0.5941
341,"['#Person1# is begging #Person2# to buy a new bike for #Person1#.', '#Person1# wants a new bike from #Person2#, but she refuses. #Person1# promises to buy a plane for #Person2#.', ""#Person1# is envious that Tom has a bike much better than #Person1#'s. #Person1# begs #Person2# for one.""]",Person 1 is envious of Tom's new bike and promises to buy a car and plane to avoid bus delays.,0.2714,0.8639,0.5925
206,"[""#Person1# gets mom's permission to play card games quietly for a while."", ""#Person1# asks for mom's permission to play card games and promises not to make noise."", '#Person2# allows #Person1# to play card games without making any noise.']","Child asks to play cards, mother allows it after ensuring homework is done and warning about noise.",0.2831,0.8743,0.5911
122,"[""#Person2# had been in the charity organization for 2 months. Social activities had a direct impact on #Person2#'s way of thinking."", ""#Person2# had been in the charity organization for 2 months and the social activities influenced #Person2#'s way of thinking."", ""#Person2# had been in the charity organization for 2 months. Social activities influenced #Person2#'s way of thinking.""]","Person 2 worked in a charity organization for two months, which positively impacted their perspective and temperament.",0.3059,0.8967,0.5908
486,"[""#Person1# tells Katie about her evaluation and expresses expectations for Katie's future work."", ""#Person1# reviews Katie's working evaluation and comes up with new requirements for #Person2#."", ""#Person2# talks about Katie's evaluation and wants Katie to do better when she doesn't have customers.""]",Katie's evaluation highlights punctuality issues and lack of initiative during downtime at work.,0.2738,0.8638,0.59
301,"[""#Person2# wants to send a letter. #Person1# says it's five grams overweight plus overnight so seven dollars in all."", ""#Person1# helps #Person2# to buy stamps for #Person2#'s letter."", '#Person1# is helping #Person2# confirm the price for sending the letter.']",#Person2# buys a $7 registered stamp for an overweight letter from #Person1#.,0.3218,0.9116,0.5898
108,"['#Person1# asks #Person2# who saw the robbery some questions. #Person2# agrees to come to the station for more questioning.', '#Person1# asks #Person2# who saw a robbery some questions and #Person2# is willing to go to the station for more questioning.', '#Person2# tells #Person1# #Person2# witnessed the robbery and agrees to take more questions in the station.']","Person 2 witnessed a bank robbery by a masked, lone gunman and agreed to police questioning.",0.2913,0.8804,0.5891
226,"[""#Person1# pays the meal and tips #Person2# but #Person2# doesn't take it."", ""#Person2# takes no tips despite #Person1#'s kindness."", '#Person1# pays and leaves a tip but #Person2# politely refuses.']",#Person1# pays $50 for a $42.50 meal but #Person2# declines the tip.,0.3366,0.9257,0.589
479,"['A couple is arguing about whether they are middle-aged. #Person1# thinks they are middle-aged but #Person2# disagrees.', '#Person2# disagrees with #Person1# on the definition of middle age.', ""#Person1# thinks #Person1# and #Person2# are a middle-aged couple. #Person2# doesn't agree and they argue about it.""]",An elderly couple humorously debates their age and the definition of middle-aged.,0.2908,0.8796,0.5888
105,"['Mary and Frank both like watching movies in their spare time. Mary usually rents movies at Movie Salon and Frank also wants to get a membership to rent movies.', 'Frank and Mary both like watching movies in their spare time. Mary usually rents movies at Movie Salon, and Frank is interested in signing up for its membership.', 'Mary and Frank both like watching movies in their spare time. Mary usually rents movies at Movie Salon and Frank also wants to get a membership to rent movies']",Mary and Frank discuss their shared interest in watching movies and Mary's membership at a local movie rental store.,0.3282,0.9169,0.5886
445,"['Ben and #Person1# are talking about the evening courses. They finally decide to have Indian cooking and will make a call for that.', 'Ben and #Person1# are looking for a suitable evening class for Ben, and they are interested in Indian cooking after comparison.', '#Person1# and Ben discuss what evening classes they shall get and come into an agreement to have an Indian cooking course for their interest.']","Ben and his friend consider various evening classes, finally settling on an Indian cooking course despite its high cost.",0.3038,0.8883,0.5845
60,"['Jack tells #Person1# that business communication is his favorite last year and #Person1# will check it.', ""#Person1# and Jack talk about Jack's classes last year."", ""#Person1# and Jack are talking about Jack's favorite classes.""]",Jack enjoyed his poli-sci class this semester but his favorite was a business communication class last year.,0.2647,0.8487,0.584
437,"['#Person1# is asking Brian about his life in the U.S.', '#Person1# asks Brian about his experience of living in the US.', '#Person1# asked Brian about his experience in the U.S.']","Brian learned English in college, has been in the U.S. for 3 weeks, and visited Las Vegas once.",0.2927,0.8767,0.5839
286,"['#Person1# is sending a package with the help of #Person2#.', '#Person2# instructs #Person1# on how to send a package by mail.', ""#Person1# sends a package at #Person2#'s and buys some stamps at the other window.""]","#Person1# is mailing a package, buying stamps and seeking money orders at a post office.",0.3169,0.9006,0.5836
6,"[""#Person2# feels itchy. #Person1# doubts it is chicken pox and asks #Person2# to get away. #Person2# doesn't believe it."", '#Person1# suspects that #Person2# has chicken pox and wants to keep away from #Person2#. #Person2# thinks #Person1# is exaggerating.', '#Person1# thinks #Person2# has chicken pox and warns #Person2# about the possible hazards but #Person2# thinks it will be fine.']","#Person2# feels itchy and weak, #Person1# suspects it's chicken pox and fears contagion.",0.3363,0.9192,0.5829
408,"[""#Person1# wants to have a farm and gets away from working 9 to 5 in an office. #Person2#'d visit #Person1#."", ""#Person2# thinks that #Person1#'s plan to run a farm and become a farmer is different from the current job, and #Person2# will come and visit #Person1# on a farm."", ""#Person1# decides to own a farm and live a different life while #Person2# thinks it's difficult.""]","#Person1# expresses desire to own a farm for a healthier lifestyle and escape from office work, despite the challenges involved.",0.3153,0.8967,0.5814
317,"[""#Person1#'s flight to New York has been cancelled and he is anxious. #Person2# will help #Person1# to book a tomorrow's flight with 50 % discount."", ""#Person1#'s flight is cancelled and he is annoyed, so #Person2# helps him book another flight and gives him a discount."", ""#Person1# is very angry about the cancelled flight and he cannot get to New York today. #Person2# helps him book tomorrow's airline.""]","Flight 513 to New York is canceled, causing passenger frustration and long lines for alternative bookings.",0.2867,0.8675,0.5809
8,"['#Person1# is begging Steven to persuade his wife not to divorce him. Steven agrees.', ""Steve will try to persuade #Person1#'s wife not to divorce #Person1# as #Person1# swears to remain faithful forever."", ""#Person1# begs Steven's to persuade #Person1#'s wife not to divorce him, and Steven agrees.""]",#Person1# confesses to an affair and seeks #Person2#'s help to prevent his wife from divorcing him.,0.3243,0.905,0.5807
83,"[""#Person1# is driving #Person2# to the Beijing hotel. #Person2# will attend a banquet at six o'clock in the International Hotel."", '#Person1# warmly welcomes #Person2# and drives #Person2# to the Beijing Hotel. Mr. Wu has arranged a banquet for #Person2# in the evening.', '#Person1# has arranged everything for #Person2# after #Person2# arrives in Beijing and invites #Person2# to a banquet.']","#Person1# guides #Person2# to a car, discusses their hotel stay and invites them to a banquet and sightseeing.",0.3359,0.9165,0.5806
322,"['#Person1# buys a pair of enameled leather shoes from #Person2#.', '#Person1# buys shoes from #Person2#.', '#Person1# will take the leather shoes.']","#Person1# buys size 30 enameled leather shoes despite tight heel, trusting they will stretch with use.",0.3144,0.8946,0.5803
293,"['#Person1# introduces Henry to Pete. The three persons talk about their previous experiences and life and decide to go to a bar after dinner.', '#Person1# introduces Henry Johnson, an expat in China to Pete. Mr. Johnson shares with Pete how much he enjoys his time in China, until #Person1# interrupts and tries to finalize the evening plan. The three decide to go have dinner and then to a bar district.', '#Person1# introduces Henry Johnson to Pete for they come from the same city and the latter two exchange ideas about Beijing, Karaoke particularly. The three decide to go have dinner and then to a bar district.']","Pete and Henry, both New Yorkers, meet in Beijing and plan to have dinner and visit a bar, skipping karaoke.",0.2991,0.8783,0.5793
76,"['#Person1# wants to talk to #Person2# about the sales projections for next year. They decide to meet on Tuesday at 2:30 the next week.', '#Person1# and #Person2# negotiate on a time to talk about the sales projections for next year. They decide to meet next Tuesday.', '#Person1# and #Person2# are scheduling to talk about the sales projections for next year and they decide to meet next Tuesday.']",#Person1# and #Person2# schedule a meeting next Tuesday at 2:30 to discuss sales projections.,0.3724,0.9516,0.5792
144,"[""#Person1# suggests going to John's house, but #Person2# feels sick and decides to go to sleep."", ""#Person2# prefers to stay at home and rest rather than go over to John's house tonight because #Person2# gets sick."", ""#Person2# doesn't want to go to John's house tonight because of getting sick. #Person2# decides to go to sleep.""]","#Person2# declines invitation to John's house due to feeling unwell, possibly from a sick co-worker.",0.3282,0.9071,0.5789
223,"['#Person1# calls a Japanese restaurant to ask about food and opening time and will go there.', '#Person1# calls #Person2# to ask about their food and opening time.', ""#Person1# calls #Person2#'s restaurant to ask about the food and opening hours.""]",#Person1# inquires about the food and operating hours of a Japanese restaurant and plans to visit before closing time.,0.3504,0.9292,0.5788
308,"['#Person1# and #Person2# are talking about a perfect match between John and a girl.', ""#Person1# and #Person2# talk about John's love life."", '#Person1# and #Person2# think that John and the girl are a perfect match.']","John is possibly in love, dating a girl daily; they are considered a perfect match.",0.2904,0.8692,0.5788
419,"['#Person2# is looking for a nice gift to give his girlfriend Jess for their fifth anniversary. #Person1# gives him many suggestions and he finally decides to ask Jess to marry him.', ""#Person2# wants to select a gift for his girlfriend and get some recommendations from #Person1#. After consideration and #Person1#'s encouragement, #Person2# decides to buy a proposal ring."", '#Person1# assists #Person2# in choosing a gift for Jess. #Person2# decides to buy a ring and propose on their fifth anniversary.']","A man seeks help to find an anniversary gift for his girlfriend, eventually deciding to propose to her.",0.3137,0.8918,0.5781
94,"[""#Person2# left #Person2#'s backpack and wallet in a taxi and failed to contact the driver because #Person2# didn't have the number. #Person1# lends 50 dollars to #Person1# and will drive #Person2# home."", ""#Person2# borrows some money from #Person1# because #Person2#'s backpack and wallet were lost and cannot take it back. #Person1# will drive #Person2# home."", ""#Person2# lost #Person2#'s backpack, wallet, and money in a taxi. #Person1# lends #Person2# some money and will take #Person2# home.""]","#Person2# lost their backpack with wallet in a taxi, borrows money from #Person1# who also offers a ride home.",0.3437,0.9215,0.5779
165,"['Mr. Blake explains the training manuals cannot be sent today because they are still being copied.', '#Person1# is transferring the message between Mr. Blake and Mr. Foster about the training manuals.', ""Mr. Foster wants the training manuals to be sent this afternoon but Mr. Blake explains that they haven't been printed out yet.""]",Blake will deliver Foster's training manuals to his office tomorrow afternoon as they are currently being copied.,0.3156,0.8924,0.5768
